annotator_nationalities,annotator_regions,annotator_understood_languages,data_point_nationality,data_point_attribute,data_point_language,stereotype_score,new_association
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,friendly,en,5.0,False
['Argentina'],[],['en'],Italy,friendly,en,5.0,True
['Argentina'],[],['en'],Brazil,friendly,en,5.0,True
['Uruguay'],[],['en'],Uruguay,mate,en,5.0,False
['Uruguay'],[],['en'],Argentina,mate,en,5.0,True
['Uruguay'],[],['en'],Chile,mate,en,5.0,True
['Uruguay'],[],['en'],Paraguay,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,vacas,en,5.0,True
['Uruguay'],[],['en'],Uruguay,gardel,en,5.0,True
['Argentina'],[],['en'],Argentina,andes mountains,en,5.0,False
['Argentina'],[],['en'],Chile,andes mountains,en,5.0,True
['Argentina'],[],['en'],Argentina,stealing from other people's cultures,en,2.0,False
['Argentina'],[],['en'],Mexico,stealing from other people's cultures,en,5.0,True
['Mexico'],[],['en'],Mexico,warm,en,5.0,False
['Mexico'],[],['en'],Colombia,warm,en,5.0,True
['Mexico'],[],['en'],Brazil,warm,en,5.0,True
['Spain'],[],['en'],Spain,i speak spanish,en,5.0,False
['Spain'],[],['en'],Argentina,i speak spanish,en,5.0,True
['Spain'],[],['en'],Bolivia,i speak spanish,en,5.0,True
['Spain'],[],['en'],Colombia,i speak spanish,en,5.0,True
['Spain'],[],['en'],Costa Rica,i speak spanish,en,5.0,True
['Spain'],[],['en'],Chile,i speak spanish,en,5.0,True
['Spain'],[],['en'],Cuba,i speak spanish,en,5.0,True
['Spain'],[],['en'],Dominican Republic,i speak spanish,en,5.0,True
['Spain'],[],['en'],Ecuador,i speak spanish,en,5.0,True
['Spain'],[],['en'],Guatemala,i speak spanish,en,5.0,True
['Spain'],[],['en'],Honduras,i speak spanish,en,5.0,True
['Spain'],[],['en'],Paraguay,i speak spanish,en,5.0,True
['Spain'],[],['en'],Uruguay,i speak spanish,en,5.0,True
['Spain'],[],['en'],Mexico,i speak spanish,en,5.0,True
['Spain'],[],['en'],Nicaragua,i speak spanish,en,5.0,True
['Spain'],[],['en'],Peru,i speak spanish,en,5.0,True
['Spain'],[],['en'],Spain,like to party,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,clean,en,,False
"['Argentina', 'Brazil']",[],['en'],Argentina,clean,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,beauty procedures,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,False
['Ecuador'],[],['en'],Ecuador,galapagos,en,5.0,False
['Ecuador'],[],['en'],Panama,galapagos,en,5.0,True
['Ecuador'],[],['en'],Ecuador,delicious food,en,5.0,True
['Ecuador'],[],['en'],Ecuador,galapagos,en,5.0,True
['Ecuador'],[],['en'],Ecuador,bas government,en,5.0,True
['Ecuador'],[],['en'],Ecuador,high mountains,en,5.0,True
"['Peru', 'Brazil']",[],['en'],Peru,textil products,en,,False
"['Peru', 'Brazil']",[],['en'],Ecuador,textil products,en,5.0,True
"['Peru', 'Brazil']",[],['en'],Peru,pisco,en,5.0,True
['Uruguay'],[],['en'],Uruguay,football,en,5.0,False
['Uruguay'],[],['en'],Argentina,football,en,5.0,True
['Uruguay'],[],['en'],Uruguay,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,gardel,en,5.0,True
['Argentina'],[],['en'],Argentina,messi,en,5.0,False
['Argentina'],[],['en'],Spain,messi,en,5.0,True
['Argentina'],[],['en'],Argentina,friendly,en,4.0,False
['Argentina'],[],['en'],Brazil,friendly,en,5.0,True
['Argentina'],[],['en'],Uruguay,friendly,en,5.0,True
['Uruguay'],[],['en'],Uruguay,mate,en,4.0,False
['Uruguay'],[],['en'],Argentina,mate,en,5.0,True
['Uruguay'],[],['en'],Paraguay,mate,en,5.0,True
['Uruguay'],[],['en'],Brazil,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,kind,en,5.0,True
['Uruguay'],[],['en'],Uruguay,polite,en,5.0,True
['Uruguay'],[],['en'],Uruguay,gray,en,5.0,True
['Chile'],[],['en'],Chile,fat,en,5.0,False
['Chile'],[],['en'],United States,fat,en,5.0,True
['Chile'],[],['en'],Chile,cold,en,5.0,True
['Chile'],[],['en'],Chile,rough,en,5.0,True
['Chile'],[],['en'],Chile,expensive,en,5.0,True
['Chile'],[],['en'],Chile,dry,en,5.0,True
['Chile'],[],['en'],Chile,ocre,en,5.0,True
['Brazil'],[],['en'],Brazil,naughty,en,4.0,False
['Brazil'],[],['en'],Philippines,naughty,en,5.0,True
['Brazil'],[],['en'],Brazil,creative,en,5.0,True
['Argentina'],[],['en'],Argentina,dulce de leche,en,5.0,False
['Argentina'],[],['en'],Uruguay,dulce de leche,en,5.0,True
['Brazil'],[],['en'],Brazil,resourceful,en,5.0,False
['Brazil'],[],['en'],Argentina,resourceful,en,5.0,True
['Uruguay'],[],['en'],Uruguay,tortafrita,en,5.0,False
['Uruguay'],[],['en'],Argentina,tortafrita,en,5.0,True
['Uruguay'],[],['en'],Uruguay,dulce de leche,en,5.0,True
['Argentina'],[],['en'],Argentina,friendly,en,5.0,False
['Argentina'],[],['en'],United Kingdom,friendly,en,5.0,True
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Chile'],[],['en'],Chile,i speak spanish,en,5.0,False
['Chile'],[],['en'],Sweden,i speak spanish,en,5.0,True
['Chile'],[],['en'],Switzerland,i speak spanish,en,5.0,True
['Chile'],[],['en'],Uruguay,i speak spanish,en,5.0,True
['Chile'],[],['en'],Chile,serious,en,5.0,True
['Cuba'],[],['en'],Cuba,friendly,en,4.0,False
['Cuba'],[],['en'],Costa Rica,friendly,en,5.0,True
['Cuba'],[],['en'],Cuba,beautiful capital,en,5.0,True
['Spain'],[],['en'],Spain,like to party,en,5.0,False
['Spain'],[],['en'],Italy,like to party,en,5.0,True
['Spain'],[],['en'],Spain,always take naps,en,5.0,True
['Nicaragua'],[],['en'],Syria,war,en,4.0,False
['Nicaragua'],[],['en'],Israel,war,en,5.0,True
['Nicaragua'],[],['en'],Syria,islam,en,5.0,True
['Argentina'],[],['en'],Argentina,clean,en,5.0,False
['Uruguay'],[],['en'],Cuba,musician,en,5.0,False
['Uruguay'],[],['en'],Spain,musician,en,5.0,True
['Uruguay'],[],['en'],Cuba,revolutionary,en,5.0,True
['Argentina'],[],['en'],Argentina,mate,en,5.0,False
['Argentina'],[],['en'],Brazil,mate,en,5.0,True
['Argentina'],[],['en'],Uruguay,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,mate,en,5.0,False
['Uruguay'],[],['en'],Argentina,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,asado,en,5.0,True
['Argentina'],[],['en'],Argentina,lots of climates,en,4.0,False
['Chile'],[],['en'],Chile,drink mate,en,,False
['Chile'],[],['en'],Argentina,drink mate,en,5.0,True
['Chile'],[],['en'],Italy,drink mate,en,5.0,True
['Chile'],[],['en'],France,drink mate,en,5.0,True
['Chile'],[],['en'],Chile,good wine,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,resourceful,en,2.0,False
"['Argentina', 'Brazil']",[],['en'],Argentina,resourceful,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,glee,en,5.0,True
['Argentina'],[],['en'],Argentina,friendly,en,4.0,False
['Argentina'],[],['en'],China,friendly,en,5.0,True
['Argentina'],[],['en'],Mexico,friendly,en,5.0,True
['Argentina'],[],['en'],Argentina,beef,en,5.0,True
['Argentina'],[],['en'],Argentina,tango,en,5.0,True
['Argentina'],[],['en'],Argentina,mate,en,5.0,True
['Argentina'],[],['en'],Argentina,football,en,5.0,True
['Argentina'],[],['en'],Argentina,instability,en,5.0,True
['Argentina'],[],['en'],Argentina,lots of climates,en,5.0,False
['Mexico'],[],['en'],Mexico,spicy food,en,5.0,False
['Mexico'],[],['en'],China,spicy food,en,5.0,True
['Mexico'],[],['en'],Vietnam,spicy food,en,5.0,True
['Mexico'],[],['en'],India,spicy food,en,5.0,True
['Mexico'],[],['en'],Ecuador,spicy food,en,5.0,True
['Mexico'],[],['en'],South Korea,spicy food,en,5.0,True
['Mexico'],[],['en'],Mexico,happiness,en,5.0,True
['Mexico'],[],['en'],Mexico,criminality,en,5.0,True
['Mexico'],[],['en'],Mexico,unity,en,5.0,True
['Mexico'],[],['en'],Mexico,patriotism,en,5.0,True
['Argentina'],[],['en'],Argentina,public health,en,5.0,False
['Argentina'],[],['en'],Argentina,public health,en,5.0,False
['Argentina'],[],['en'],Cuba,public health,en,5.0,True
['Uruguay'],[],['en'],Uruguay,futbol,en,5.0,False
['Uruguay'],[],['en'],Brazil,futbol,en,5.0,True
['Uruguay'],[],['en'],Uruguay,asado,en,5.0,True
"['Colombia', 'Costa Rica']",[],['en'],Colombia,fun,en,5.0,False
"['Colombia', 'Costa Rica']",[],['en'],Brazil,fun,en,5.0,True
['Argentina'],[],['en'],Argentina,beef,en,5.0,False
['Argentina'],[],['en'],Japan,beef,en,5.0,True
['Argentina'],[],['en'],Argentina,disregard for rules,en,5.0,True
['Argentina'],[],['en'],Argentina,beef,en,5.0,False
['Argentina'],[],['en'],Brazil,beef,en,5.0,True
['Argentina'],[],['en'],Argentina,friendly,en,5.0,True
['Argentina'],[],['en'],Argentina,solidarity,en,5.0,True
['Argentina'],[],['en'],Argentina,kindness,en,5.0,True
['Argentina'],[],['en'],Argentina,liveliness,en,5.0,True
['Argentina'],[],['en'],Argentina,futbol,en,5.0,True
['Argentina'],[],['en'],Argentina,mate,en,5.0,True
['Argentina'],[],['en'],Argentina,barbecue,en,5.0,True
['Argentina'],[],['en'],Argentina,clean,en,3.0,False
['Argentina'],[],['en'],United Kingdom,clean,en,5.0,True
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,resourceful,en,5.0,False
['Argentina'],[],['en'],Argentina,arrogant,en,5.0,True
['Uruguay'],[],['en'],Uruguay,kind,en,5.0,False
['Uruguay'],[],['en'],Uruguay,polite,en,5.0,True
['Uruguay'],[],['en'],Uruguay,polite,en,5.0,False
['Uruguay'],[],['en'],Canada,polite,en,5.0,True
['Uruguay'],[],['en'],Uruguay,chiquitito,en,5.0,True
['Uruguay'],[],['en'],Uruguay,mate,en,5.0,False
['Uruguay'],[],['en'],Argentina,mate,en,5.0,True
['Uruguay'],[],['en'],Paraguay,mate,en,5.0,True
['Uruguay'],[],['en'],Brazil,mate,en,5.0,True
['Uruguay'],[],['en'],Uruguay,provincia rebelde,en,5.0,True
['Argentina'],[],['en'],Argentina,stealing from other people's cultures,en,1.0,False
['Argentina'],[],['en'],Argentina,public health,en,5.0,True
['Argentina'],[],['en'],Argentina,tortafrita,en,2.0,False
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,clean,en,4.0,False
['Argentina'],[],['en'],Argentina,stealing from other people's cultures,en,2.0,False
['Argentina'],[],['en'],United Kingdom,stealing from other people's cultures,en,5.0,True
['Argentina'],[],['en'],Argentina,superb,en,5.0,True
['Chile'],[],['en'],Chile,drink mate,en,4.0,False
['Chile'],[],['en'],Argentina,drink mate,en,5.0,True
['Chile'],[],['en'],Uruguay,drink mate,en,5.0,True
['Chile'],[],['en'],Chile,ugly,en,5.0,True
['Brazil'],[],['en'],Brazil,big ego,en,1.0,False
['Brazil'],[],['en'],Germany,big ego,en,5.0,True
['Uruguay'],[],['en'],Uruguay,polite,en,5.0,False
['Uruguay'],[],['en'],Uruguay,plain,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,big ego,en,2.0,False
"['Argentina', 'Brazil']",[],['en'],Argentina,big ego,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,celebration,en,5.0,True
"['Colombia', 'Costa Rica']",[],['en'],Colombia,friendly,en,4.0,False
"['Colombia', 'Costa Rica']",[],['en'],Costa Rica,friendly,en,5.0,True
"['Colombia', 'Costa Rica']",[],['en'],El Salvador,friendly,en,5.0,True
"['Colombia', 'Costa Rica']",[],['en'],Peru,friendly,en,5.0,True
['Argentina'],[],['en'],Argentina,kindness,en,3.0,False
['Argentina'],[],['en'],Uruguay,kindness,en,5.0,True
['Mexico'],[],['en'],Mexico,stealing from other people's cultures,en,1.0,False
['Mexico'],[],['en'],Spain,stealing from other people's cultures,en,5.0,True
['Mexico'],[],['en'],Portugal,stealing from other people's cultures,en,5.0,True
['Mexico'],[],['en'],United Kingdom,stealing from other people's cultures,en,5.0,True
['Argentina'],[],['en'],Argentina,resourceful,en,5.0,False
['Argentina'],[],['en'],Canada,resourceful,en,5.0,True
['Argentina'],[],['en'],Argentina,resilience,en,5.0,True
['Argentina'],[],['en'],Argentina,liveliness,en,5.0,False
['Argentina'],[],['en'],Colombia,liveliness,en,5.0,True
['Argentina'],[],['en'],Argentina,spoken,en,5.0,True
['Brazil'],[],['en'],Brazil,delicious food,en,5.0,False
['Brazil'],[],['en'],France,delicious food,en,5.0,True
['Brazil'],[],['en'],India,delicious food,en,5.0,True
['Brazil'],[],['en'],Japan,delicious food,en,5.0,True
['Brazil'],[],['en'],China,delicious food,en,5.0,True
['Argentina'],[],['en'],Argentina,disregard for rules,en,5.0,False
['Argentina'],[],['en'],Colombia,disregard for rules,en,5.0,True
['Brazil'],[],['en'],Brazil,generous,en,5.0,False
['Brazil'],[],['en'],Colombia,generous,en,5.0,True
['Brazil'],[],['en'],Brazil,kind,en,5.0,True
['Argentina'],[],['en'],Argentina,disregard for rules,en,4.0,False
['Argentina'],[],['en'],United States,disregard for rules,en,5.0,True
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,dulce de leche,en,5.0,False
['Mexico'],[],['en'],Mexico,i speak spanish,en,5.0,False
['Mexico'],[],['en'],Spain,i speak spanish,en,5.0,True
['Argentina'],[],['en'],Argentina,public health,en,3.0,False
['Argentina'],[],['en'],Argentina,superb,en,3.0,False
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Nicaragua'],[],['en'],Brazil,language,en,5.0,False
['Nicaragua'],[],['en'],Portugal,language,en,5.0,True
['Nicaragua'],[],['en'],Brazil,samba,en,5.0,True
['Cuba'],[],['en'],Cuba,beautiful beaches,en,5.0,False
['Cuba'],[],['en'],Dominican Republic,beautiful beaches,en,5.0,True
['Cuba'],[],['en'],Venezuela,beautiful beaches,en,5.0,True
['Cuba'],[],['en'],Cuba,good education,en,5.0,True
['Cuba'],[],['en'],Cuba,polite people,en,5.0,True
['Chile'],[],['en'],Chile,rough,en,5.0,False
['Chile'],[],['en'],Russia,rough,en,5.0,True
['Chile'],[],['en'],Ukraine,rough,en,5.0,True
['Chile'],[],['en'],Chile,dry,en,5.0,True
"['Peru', 'Brazil']",[],['en'],Brazil,resourceful,en,4.0,False
"['Peru', 'Brazil']",[],['en'],United States,resourceful,en,5.0,True
"['Peru', 'Brazil']",[],['en'],Brazil,capibara,en,5.0,True
['Uruguay'],[],['en'],Uruguay,provincia rebelde,en,1.0,False
['Uruguay'],[],['en'],Uruguay,progressist,en,5.0,True
['Argentina'],[],['en'],Argentina,resourceful,en,5.0,False
['Argentina'],[],['en'],Brazil,resourceful,en,5.0,True
['Argentina'],[],['en'],China,resourceful,en,5.0,True
['Argentina'],[],['en'],Germany,resourceful,en,5.0,True
['Argentina'],[],['en'],Argentina,tango,en,5.0,True
['Argentina'],[],['en'],Argentina,mate,en,5.0,True
['Argentina'],[],['en'],Argentina,beef,en,5.0,True
['Argentina'],[],['en'],Argentina,football,en,5.0,True
['Argentina'],[],['en'],Argentina,instability,en,5.0,True
['Argentina'],[],['en'],Argentina,resourceful,en,5.0,False
['Argentina'],[],['en'],Chile,resourceful,en,5.0,True
['Argentina'],[],['en'],Argentina,disregard for rules,en,,False
['Argentina'],[],['en'],Chile,disregard for rules,en,5.0,True
['Brazil'],[],['en'],Brazil,hot,en,5.0,False
['Brazil'],[],['en'],Nigeria,hot,en,5.0,True
['Brazil'],[],['en'],Egypt,hot,en,5.0,True
['Argentina'],[],['en'],Argentina,superb,en,1.0,False
['Argentina'],[],['en'],Argentina,solidarity,en,3.0,False
['Argentina'],[],['en'],Argentina,disregard for rules,en,3.0,False
['Argentina'],[],['en'],Mexico,disregard for rules,en,5.0,True
['Argentina'],[],['en'],Argentina,barbecue,en,1.0,False
['Argentina'],[],['en'],United States,barbecue,en,5.0,True
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,generous,en,5.0,False
"['Argentina', 'Brazil']",[],['en'],Bolivia,generous,en,5.0,True
"['Argentina', 'Brazil']",[],['en'],Brazil,relaxed,en,5.0,True
['Mexico'],[],['en'],Mexico,patriotism,en,5.0,False
['Mexico'],[],['en'],United States,patriotism,en,5.0,True
['Argentina'],[],['en'],Argentina,barbecue,en,5.0,False
['Argentina'],[],['en'],United States,barbecue,en,5.0,True
['Costa Rica'],[],['en'],Costa Rica,beautiful,en,5.0,False
['Costa Rica'],[],['en'],Italy,beautiful,en,5.0,True
['Costa Rica'],[],['en'],Switzerland,beautiful,en,5.0,True
['Costa Rica'],[],['en'],Costa Rica,pura vida,en,5.0,True
['Costa Rica'],[],['en'],Costa Rica,gently people,en,5.0,True
['Costa Rica'],[],['en'],Costa Rica,nature,en,5.0,True
['Uruguay'],[],['en'],Uruguay,chiquitito,en,5.0,False
['Uruguay'],[],['en'],Costa Rica,chiquitito,en,5.0,True
['Uruguay'],[],['en'],El Salvador,chiquitito,en,5.0,True
['Uruguay'],[],['en'],Uruguay,quiet people,en,5.0,True
['Argentina'],[],['en'],Argentina,tortafrita,en,4.0,False
['Argentina'],[],['en'],Bolivia,tortafrita,en,5.0,True
['Argentina'],[],['en'],Chile,tortafrita,en,5.0,True
['Argentina'],[],['en'],Colombia,tortafrita,en,5.0,True
['Argentina'],[],['en'],Paraguay,tortafrita,en,5.0,True
['Argentina'],[],['en'],Uruguay,tortafrita,en,5.0,True
['Argentina'],[],['en'],Argentina,superb,en,5.0,False
['Argentina'],[],['en'],Argentina,the best,en,5.0,True
['Argentina'],[],['en'],Argentina,resilience,en,5.0,False
['Argentina'],[],['en'],Cuba,resilience,en,5.0,True
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Chile'],[],['en'],Chile,resourceful,en,1.0,False
['Chile'],[],['en'],Colombia,resourceful,en,5.0,True
['Chile'],[],['en'],Chile,dry,en,5.0,True
['Uruguay'],[],['en'],Uruguay,gray,en,3.0,False
['Uruguay'],[],['en'],Uruguay,calm,en,5.0,True
['Argentina'],[],['en'],Argentina,resilience,en,,False
['Argentina'],[],['en'],Paraguay,resilience,en,5.0,True
['Argentina'],[],['en'],Argentina,resilience,en,4.0,False
['Argentina'],[],['en'],Germany,resilience,en,5.0,True
['Argentina'],[],['en'],Haiti,resilience,en,5.0,True
['Cuba'],[],['en'],Cuba,i speak spanish,en,5.0,False
['Cuba'],[],['en'],Chile,i speak spanish,en,5.0,True
['Cuba'],[],['en'],Cuba,cigar,en,4.0,False
['Cuba'],[],['en'],United States,cigar,en,5.0,True
['Cuba'],[],['en'],Cuba,good at sex,en,5.0,True
['Argentina'],[],['en'],Argentina,solidarity,en,2.0,False
['Chile'],[],['en'],Chile,expensive,en,5.0,False
['Chile'],[],['en'],Australia,expensive,en,5.0,True
['Chile'],[],['en'],Brazil,expensive,en,5.0,True
['Chile'],[],['en'],Bahamas,expensive,en,5.0,True
['Chile'],[],['en'],Jamaica,expensive,en,5.0,True
['Chile'],[],['en'],Chile,great beaches,en,5.0,True
['Argentina'],[],['en'],Argentina,the best,en,2.0,False
['Uruguay'],[],['en'],Uruguay,kindness,en,5.0,False
['Uruguay'],[],['en'],Uruguay,humble,en,5.0,True
['Argentina'],[],['en'],Argentina,the best,en,5.0,False
['Argentina'],[],['en'],Argentina,play football,en,5.0,True
['Argentina'],[],['en'],Argentina,eat asado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,drink mate,en,5.0,False
['Argentina'],[],['en'],Argentina,the best,en,5.0,False
['Uruguay'],[],['en'],Uruguay,friendly,en,5.0,False
['Uruguay'],[],['en'],Uruguay,calm,en,5.0,True
['Argentina'],[],['en'],Argentina,the best,en,5.0,False
['Argentina'],[],['en'],United States,the best,en,5.0,True
['Argentina'],[],['en'],United Kingdom,the best,en,5.0,True
['Argentina'],[],['en'],France,the best,en,5.0,True
['Argentina'],[],['en'],Argentina,resilience,en,5.0,False
['Argentina'],[],['en'],Paraguay,resilience,en,5.0,True
['Argentina'],[],['en'],Argentina,mate,en,,False
['Argentina'],[],['en'],Uruguay,mate,en,5.0,True
['Argentina'],[],['en'],Argentina,tango dancers,en,4.0,False
['Uruguay'],[],['en'],Uruguay,plain,en,5.0,False
['Uruguay'],[],['en'],Uruguay,rambla,en,5.0,True
['Argentina'],[],['en'],Argentina,meat eater,en,5.0,False
['Argentina'],[],['en'],Argentina,disregard for rules,en,5.0,False
['Argentina'],[],['en'],Italy,disregard for rules,en,5.0,True
['Argentina'],[],['en'],Argentina,agrandado,en,5.0,True
['Argentina'],[],['en'],Argentina,maradona,en,5.0,False
['Argentina'],[],['en'],Italy,maradona,en,5.0,True
['Argentina'],[],['en'],Argentina,bad humor,en,1.0,False
['Argentina'],[],['en'],Germany,bad humor,en,5.0,True
['Chile'],[],['en'],Chile,disregard for rules,en,4.0,False
['Chile'],[],['en'],Brazil,disregard for rules,en,5.0,True
['Chile'],[],['en'],Chile,organized,en,5.0,True
['Uruguay'],[],['en'],Uruguay,provincia rebelde,en,1.0,False
['Argentina'],[],['en'],Argentina,barbecue,en,5.0,False
['Argentina'],[],['en'],Uruguay,barbecue,en,5.0,True
['Argentina'],[],['en'],United States,barbecue,en,5.0,True
